D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_1.raw	F_10.1
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_2.raw	F_10.2
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_3.raw	F_10.3
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_4.raw	F_10.4
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_5.raw	F_10.5
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_6.raw	R_10.1
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_7.raw	R_10.2
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_8.raw	R_10.3
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_9.raw	R_10.4
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_10.raw	R_10.5
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_11.raw	F_9.1
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_12.raw	F_9.2
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_13.raw	F_9.3
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_14.raw	F_9.4
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_15.raw	F_9.5
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_16.raw	R_9.1
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_17.raw	R_9.2
